0.000000 	 0.000000 	 5.000000 	 15.000000
10.000000 	 0.000000 	 5.000000 	 15.000000
20.000000 	 0.000000 	 5.000000 	 14.806165
30.000000 	 0.000000 	 5.000000 	 14.616088
40.000000 	 0.000000 	 5.000000 	 14.429695
50.000000 	 0.000000 	 5.000000 	 14.246915
60.000000 	 0.000000 	 5.000000 	 14.067678
70.000000 	 0.000000 	 5.000000 	 13.891915
80.000000 	 0.000000 	 5.000000 	 13.719559
90.000000 	 0.000000 	 5.000000 	 13.550544
100.000000 	 0.000000 	 5.000000 	 13.384805
110.000000 	 0.000000 	 5.000000 	 13.222278
120.000000 	 0.000000 	 5.000000 	 13.062901
130.000000 	 0.000000 	 5.000000 	 12.906614
140.000000 	 0.000000 	 5.000000 	 12.753357
150.000000 	 0.000000 	 5.000000 	 12.603069
160.000000 	 0.000000 	 5.000000 	 12.455695
170.000000 	 0.000000 	 5.000000 	 12.311178
180.000000 	 0.000000 	 5.000000 	 12.169462
190.000000 	 0.000000 	 5.000000 	 12.030494
200.000000 	 0.000000 	 5.000000 	 11.894218
210.000000 	 0.000000 	 5.000000 	 11.760585
220.000000 	 0.000000 	 5.000000 	 11.629541
230.000000 	 0.000000 	 5.000000 	 11.501038
240.000000 	 0.000000 	 5.000000 	 11.375025
250.000000 	 0.000000 	 5.000000 	 11.251454
260.000000 	 0.000000 	 5.000000 	 11.130280
270.000000 	 0.000000 	 5.000000 	 11.011454
280.000000 	 0.000000 	 5.000000 	 10.894931
290.000000 	 0.000000 	 5.000000 	 10.780667
300.000000 	 0.000000 	 5.000000 	 10.668618
310.000000 	 0.000000 	 5.000000 	 10.558741
320.000000 	 0.000000 	 5.000000 	 10.450994
330.000000 	 0.000000 	 5.000000 	 10.345334
340.000000 	 0.000000 	 5.000000 	 10.241723
350.000000 	 0.000000 	 5.000000 	 10.140121
360.000000 	 0.000000 	 5.000000 	 10.040487
370.000000 	 -2.363578 	 5.000000 	 9.942785
380.000000 	 -2.356936 	 5.000000 	 9.942785
390.000000 	 -2.299722 	 5.000000 	 9.942785
400.000000 	 -2.242508 	 5.000000 	 9.942785
410.000000 	 -2.185294 	 5.000000 	 9.942785
420.000000 	 -2.128080 	 5.000000 	 9.942785
430.000000 	 -2.070866 	 5.000000 	 9.942785
440.000000 	 -2.013652 	 5.000000 	 9.942785
450.000000 	 -1.956438 	 5.000000 	 9.942785
460.000000 	 -1.899224 	 5.000000 	 9.942785
470.000000 	 -1.842010 	 5.000000 	 9.942785
480.000000 	 -1.784796 	 5.000000 	 9.942785
490.000000 	 -1.727582 	 5.000000 	 9.942785
500.000000 	 -1.670367 	 5.000000 	 9.942785
510.000000 	 -1.613153 	 5.000000 	 9.942785
520.000000 	 -1.555939 	 5.000000 	 9.942785
530.000000 	 -1.498725 	 5.000000 	 9.942785
540.000000 	 -1.441511 	 5.000000 	 9.942785
550.000000 	 -1.384297 	 5.000000 	 9.942785
